,Sentence,Emotion
19419,기하는 좋겠다 아이유 모든걸 알고있으니,슬픔
19420,아...주원 이뇨석 부럽당,슬픔
19421,비 이자식 부럽긴하네,슬픔
19422,저런 생각을 하는게 부럽다,슬픔
19423,40대 남자들이 꿈꾸는 바를 달성했구먼..,슬픔
19424,이 부부는 볼때마다 부럽다,슬픔
19425,동석이형 조케따. 부럽네요.,슬픔
19426,김고은 개쌉부럽다 진쨔ㅠㅠ,슬픔
19427, 부럽다 이러고 돈받고,슬픔
19428,학생들은 더우면 얼마든지 물을 마실 수 있으며ㅋㅋㅋㅋㅋㅋㅋㅋㄱ,슬픔
19429,우리나라도 트럼프 같은 정치인 나와서 한국 우선주의로 가야한다.,슬픔
19430,놀면서 월급 받냐 최고다,슬픔
19431, 중국 회사들 엄청 선진적이고 개방적이라더라.,슬픔
19432,진정한 1위는 안드로이를 가지고 있는 구글...,슬픔
19433, 니들은 참 좋겠다.,슬픔
19434,제길슨 난개고생하고 어떤놈들은 거짓말하고 쉽게 돈벌고,슬픔
19435, 우리도 이런 외교를 펼쳐야 하는디.,슬픔
19436,진짜이런건 배워야함,슬픔
19437,부럽다..ㅠㅠ,슬픔
19438,돈있는사람들은 물쓰듯이 쓰네,슬픔
19439,다름이 아니라 제친구가 오늘이 여자친구랑 사귄지 300일이거든요ㅠㅠㅠㅠ,슬픔
19440,그언니는 고등학교부터 유학을 갔다가 결혼하고 지금은 한국에 머무르는 상태에요,슬픔
19441,군대가는거하고 돈벌어오는 기계인것 빼고는  남자가 더 좋은거같아염..,슬픔
19442,난 중소기업 1년차 2주마다 토일쉬고세후연봉 3400인데 다들 성과금이니 연봉이엄청나네....,슬픔
19443, 다이어트고수님들 조언좀해주세요8ㅅ8,슬픔
19444,운전병은 엄청 편하다던데ㅜ.ㅜ,슬픔
19445,악간 옷잘입고..,슬픔
19446,컴터로 겜하는 피돌 피순님들 부럽다.,슬픔
19447, 그사람이 너 좋아하는 거같다.,슬픔
19448,원룸을 번화가 한복판에 잡았는데 ㅠㅠ밤이면 맛있는 냄세도 나고 남녀쌍쌍 정다운데난 돈이 있어도 혼자라 방에서 ㅠㅠㅠ,슬픔
19449," 이게 정말 부럽네요,",슬픔
19450,자기주관이 확실한 사람을 보면 부럽구요,슬픔
19451,돈돈돈....돈이 문제지.돈 많은 사람들 부럽지...,슬픔
19452,이번에 남자 잘물어 시집간다고 하네요,슬픔
19453, 다른분들보면 그러는거없는거같은데..,슬픔
19454, 한빔인 살많이 빼긴했는데 워낙 뼈가굵고해서 티는 많이 안나네.,슬픔
19455,얼마나 좋을까?....,슬픔
19456,인기많으세요~-_ㅠ+_+;;ㅋㅋ,슬픔
19457,경호원은 있던데....뭐 돈 많으면 쓸 수도 있지ㅋㅋㅋ부럽다,슬픔
19458,운이 많이 좋은거지,슬픔
19459,역시 선진국이라 남녀가 평등하네요..,슬픔
19460,막말 많이하지만 박근혜 보다는 백만 배 쯤 유능한 트럼프,슬픔
19461,일본수준으로 만들어주세요,슬픔
19462,미국국민들은 부패한 언론과 딴따라들의 선동에 넘어가지 않았다는거지,슬픔
19463,아 지코 개부럽다....,슬픔
19464,저 로켓 정말 부럽다.,슬픔
19465,아 그렇구나~ 오늘 하겠네? 부러워...^^;;,슬픔
19466,불펜 투수의 몸값이 하늘 높이 오르는군...,슬픔
19467,지훈이는 좋겠다.ㅜㅜ,슬픔
19468,학원가 시키들 돈도 마니 벌고 좋겠네,슬픔
19469,비오는 곳 부럽네요..ㅠㅠ,슬픔
19470,두분 다 부러워요 행쇼~~♡,슬픔
19471,한국보다 낫네....,슬픔
19472,로사리오 반값도 안되게 잡았네 내년에 30홈런100타점이상 활약해서 100만달러 이상 재계약하자 착한넘,슬픔
19473,기사보고 그냥 부러움에 눈물만 난다.,슬픔
19474,8000억 있으면 저표정 나오긴 하겠다,슬픔
19475,명절연휴 해외여행자들보면 세상 부럽다,슬픔
19476,진짜 부럽다.ㅠㅠ,슬픔
19477,내평생 런닝맨 촬영하는거 한번을 못보네~ㅠㅠ 무도도 그렇고..ㅠㅠ,슬픔
19478,시대가 변해서 거부할순 없지만 2~30대만 살다 죽을검 저리 살아보고 싶네,슬픔
19479,솔직히저작권만받고먹고살아도살만할듯ㅜ,슬픔
19480,렉카호황이겠네 ㅋㅋ,슬픔
19481,에릭이 요리한거 나도 먹어보고싶다,슬픔
19482,이여자는진짜 왤케이쁜거지,슬픔
19483,이상윤 부럽다.. 남상미 유이...,슬픔
19484,애엄마가 40대가 저렇게 예쁘다니 충격이다... ㅠ,슬픔
19485,선남선녀...다른말은필요없구 부럽네요ㅠ,슬픔
19486,제가 언제쯤리면 예술을 이해하고 그 가치를 알 수 있을까요..,슬픔
19487,강소라 겁나 부럽당....ㅠㅠ,슬픔
19488,비가 정말 잘해주나보다..,슬픔
19489,부럽다!!!!!!!!!!!!!!!,슬픔
19490, 승진이빠르던가 예쁜여친이있던지 될사람은 되,슬픔
19491, 애초에 스위스는 저정도에 약간 못미치는 수준의 돈이 복지로 쓰이고있는거다,슬픔
19492,부동산 전문가로 존경해썬 트럼프형님..,슬픔
19493,근무환경도 좋고...대우도 받고...연봉도 고액연봉에....,슬픔
19494,저긴 토론분위기라도 형성된다,슬픔
19495, 그냥 대학을 밥 한번 먹는것처럼 합격한 유라가 부럽다.,슬픔
19496,부모잘만나서 이꼴저꼴안보고 여유롭게사는게 제일인듯 ...,슬픔
19497,그래도 미국은 한국보다는 낫다,슬픔
19498,브라질이 부럽기는 또 처음이네,슬픔
19499,변호사만...땡잡았음..,슬픔
19500,어렵다어렵다해두 다들 휴가는가네.,슬픔
19501,돈 벌기 참 쉽겠다~ 부럽다..,슬픔
19502,인터넷 방송하는 애들중에 월3~4천 가져가는애들 엄청 많드만...,슬픔
19503,이런애들은 공익 2년동안 곡작업 마음껏 하겠네,슬픔
19504, 부자들은 좋겠다.,슬픔
19505, 모델이네 ㄷㄷ 저런 시장이면 행복할듯.,슬픔
19506,나같은흙수저는 타보지도 못할듯.,슬픔
19507, 나도 능력 있는 여자 만나서 집에만 있었으면 좋겠다. ㅋㅋㅋㅋ,슬픔
19508,부모 잘만나 호강하는구나...,슬픔
19509, 나도 야구선수사 될걸 그랬나ㅋㅋㅋ,슬픔
19510,남자 부럽다 한탕하기 딱좋겠네,슬픔
19511, 멋쪄부러요 ..,슬픔
19512,마음은 촛불집회에....,슬픔
19513,실물 본 저 사람들... 부럽디....,슬픔
19514,"개이뻐 ,, ㅡ",슬픔
19515,놀아도 들어가는 연대구나 쩝,슬픔
19516,나두 집에서 일하구 싶은데...ㅋㅋ,슬픔
19517,그런사람 되고싶다.,슬픔
19518, 후반부에 폭식증 까지 오고요..,슬픔
19519,근데 길거리다닐때도 여자들이 다 날씬하고 이쁘고...,슬픔
19520, 그리고 너무 부러워요.. ㅜ.ㅜ,슬픔
19521,저도 11자 복근 갖고싶은데ㅜㅜ,슬픔
19522,서울에서 일하고 싶다ㅠ,슬픔
19523,하지만 연봉에 너무 눈이 가고..,슬픔
19524,그럼 대기업 가려면 스펙이 어떻게 되야하나요?,슬픔
19525,다른사람들이 올리면추천받아서 부럽던데 ㅜㅜ0,슬픔
19526,연애쑥맥좀도와주세요..,슬픔
19527,돈있으면 더 행복함,슬픔
19528,40세에 대학 교수 vs 24살 대기업 생산직 연봉 6000참고로 교수는 제과제빵 교수예요,슬픔
19529,주변에는 잘만 결혼하더라,슬픔
19530,친하게 지내던 애가 갑자기 회사 그만 두고 회사에서애들이랑 그리 말 잘 안하는편인데 한명이 그만 두니나도 급 그만 두고 싶어지고 매일 놀고 싶고...,슬픔
19531,지금 둘이서 할만한게 뭐일까 생각해보니 부러워 죽겠네요0,슬픔
19532,모쏠이었는데 여자애가 오랫동안 많이 좋아했대요,슬픔
19533,유느님 어제 지호랑즐거운 시간보내셨겠네요,슬픔
19534,여자 몸매도 그렇도 둘이 커플이라서 요가방송 찍었다는데 ㅋ암튼 ㅜㅜ 부럽심,슬픔
19535,알바 현대자동차쪽으로 꽂아달라고하세요,슬픔
19536, 소유진씨가 넘넘 부러울따름이네요~^^,슬픔
19537,그게 제일편한거야..,슬픔
19538,여자들한테 말 잘거는 남자들 너무 부럽네요.,슬픔
19539, 주변만 보아도 부유하게 쉽게 살아지는듯 해서 너무 우울하네요.,슬픔
19540, 부사관이라는게 공무원중에서는 가장되기쉬운 공무원인대...,슬픔
19541,팬 카페 회원님 글 보면 나도 글을 잘 쎠서 올리려고 하고 싶은데잘 안되네요,슬픔
19542, 항상 부럽습니다..,슬픔
19543,마음이 울컥하네요...,슬픔
19544,애를 놓으려면 결혼부터 해야되지 않겠습니까 슬프네요,슬픔
19545,하 진짜 눈물겹다 ㅠㅠ,슬픔
19546,애들 머리 왜 저래 휘재씨 이쁘다고 생각하십니까?,슬픔
19547,으이구... 아무리 그런 이벤트도 좋지만... 너무 쉽게 생각 했던듯...,슬픔
19548,저승이 기억 돌아와서 아파할때부터 눈물쏟기 시작해서 지금 링거 맞으러간다,슬픔
19549,"돈없고슬픔,괴로움 없는곳에서 편히쉬시길",슬픔
19550,"난 문과 출신이지만, 이공계 대우 좀 해줘라 제발! 이러다 나라 망하겄다ㅠㅠ",슬픔
19551,경기 다 죽여놔서 물질적 피해가 더 심각함 !,슬픔
19552,화가 날만하네 ㅋㅋㅋㅋ,슬픔
19553,가족이 없는 출세가 무슨 의미가 있냐?,슬픔
19554,미친척하면 사면해준다면서요?,슬픔
19555,북한한테 나라 팔아 먹을려한 집안도 대통령했는데 뭐...,슬픔
19556,이러다 나라망하는거아니여,슬픔
19557,으 술조절못해서 객사라니 안타깝다..,슬픔
19558,로우지 오늘 생선가시발리듯 탈탈 털렸내예상은 했는데 이렇게 처참할줄 몰랐어,슬픔
19559,동성애를 하면 결국 멸종으로 이어지게 되있어,슬픔
19560,크기가 너무 작음..,슬픔
19561,"100만원 순이익이면,, 이자 37만원 내고, 세금 40만원 내고,, 생활비 23만원이네",슬픔
19562,안봐도 뻔한 처분에 발가락 3개나 잘린 병사의 인생은 고작 돈 몇푼에 끝나겠지,슬픔
19563,새드는 넘 슬퍼서 안되겠더라ㅠㅠ,슬픔
19564,돈없는 사람들 죽어라죽어라하는구나!,슬픔
19565,선수가 거절했다는 소리는 뮌헨은 ok했다는건가...,슬픔
19566,그 인간들때문에 귀한 몸 해치지 마세요..ㅠㅜ,슬픔
19567,경제도 정치도 어려운데 시험 문제도 어렵게 출제하면 서민들은 어찌 사나요.,슬픔
19568,덕혜옹주 너무 슬프게 보았던 기억이 있다.,슬픔
19569,아이들이 안타깝네요!!,슬픔
19570,육아휴직 다 쓰고 애는 어린이집 맡기고 복귀하려했지만...이런 사건이 많아서...육아를 결정했지요...아이의 명복을 빕니다...,슬픔
19571,대규모 촛불집회로는 마지막이될수 있는데??,슬픔
19572,정말 많이 울었을겁니다.,슬픔
19573,"쉽게말해 부익부빈익빈. 국가를 잘살게 만들려고 했던 모든일들이 부자들만 더 살찌우고, 서민들은 아무런 혜택도 못보고 오히려 괜히 이민자, 난민때문에 예전보다 더 궁핍해졌다는거야",슬픔
19574,2천미터..바다에 추락한거면..아직도 가라앉는 중일듯..,슬픔
19575,빨리...의료기술이 발전해서...눈도 뜨시고...근육병도 완치돼길 빌어보네요,슬픔
19576,비는 언제쯤 오려나..,슬픔
19577,힘내세요 근혜누님..,슬픔
19578,우리나라엔이런일이없기를.......,슬픔
19579,G5괜히샀어....,슬픔
19580,양국다 정치인들 때문에 미쳐돌아가네. .,슬픔
19581,지지합니다얼마나 힘들면 파업하겠어요...,슬픔
19582,돈으로 입막음 햇나부다... 여튼 난 삼성제품 안쓴다 죽을때까지....,슬픔
19583,안되 돌아와 항돈 ㅠㅠ,슬픔
19584,숨넘어가는 고통없는 죽음을 선택할수 있는 자유가 필요하다...,슬픔
19585,이민호 볼수 있는것도 이제 3회밖에 안남았어 개슬퍼 ㅠㅠ,슬픔
19586,물만먹어도 우린 죽는다..,슬픔
19587,씨스타 정도 되는 가수를 너무 찬밥만들었다 ㅜㅜ,슬픔
19588,미술계는 반성좀 합시다 작고하신 천화백이이제서야 영면 하겠군요,슬픔
19589,시간이 더디 간다...인물은 없고.,슬픔
19590,15년전 대학졸업 하고 초봉 2400만원 아니면 취직 안 한다고 깝쳤던 내가 챙피하다..,슬픔
19591,"잠수함에 공격을 받든 과적에 의한 조타 미숙이든 다 좋은데 배가 가라앉는 그 귀한시간에 왜,왜 애들을 구하지 않았는지..",슬픔
19592,시즌1이 그립다..,슬픔
19593,진짜 재밌는데 이런게 시청률 5프로 넘기기 힘들다니 ㅠㅠ,슬픔
19594,헐 Wham 듀오때부터 좋아했는데 좀 충격 고인의 명복을 빕니다,슬픔
19595,있는 사람만 좋은세상,슬픔
19596,디지털기기에 어두운사람들은 저거 포기하고 그냥 새로 폰 장만해야겠다.....,슬픔
19597,엄마파워 믿고 날라리하다가 이제 편순이로 전락해버렸네,슬픔
19598,그게 오히려 속편할때가 있을꺼요...,슬픔
19599,겨울아 언제오니?ㅠㅠ,슬픔
19600,순교란 무엇이냐 그전에 왜 멀쩡한 아이들을죽음으로내모느냐 뭣도모르고,슬픔
19601,인신공양설 설마했죠~~~,슬픔
19602,세월호 이후에 3개월 넘게 국민들 집단 우울증 걸려서 경기침체 장난아니었는데...,슬픔
19603,댓글 보고 샤워가 그렇게 큰 죄인 줄 몰랐다.,슬픔
19604,북한도 날리는 위성 우리는 뭐냐..,슬픔
19605,사형이 집행 되는 바른 사회가 구현되길..,슬픔
19606,가뜩이나 포수 없는데 ..울고 있는데 싸다구 날리네.. 군입대가 걸리긴했지만,슬픔
19607,너무 마음이 아프네요 ㅠ,슬픔
19608,죽어서도 못올듯,슬픔
19609,몸관리만 잘했어도 이렇게까지는 않됬을듯,슬픔
19610,로이스터 그립다ㅠㅠ,슬픔
19611,ㅎㅎㅎ 먹고살기힘들다 ㅡ저것도 직업이니 어쩔수가없네 ㅡ마음은 박근혜하야면서 먹고살라고 저런말을하네 ㅎ,슬픔
19612,고인의 명복을 빕니다ㅜ,슬픔
19613,더럽게 나이먹었네ㅠㅠ,슬픔
19614,요즘은 식당비싸서못가고 편의점 도시락먹는디...,슬픔
19615,이렇게 골든타임을 놓쳐 3백명 이상의 무고한 생명 수상됐다,슬픔
19616,위기로다 다음대통령감이 없 다 .,슬픔
19617,아 왜 기사보는데 눈물이 ㅜㅜ 도깨비 ㅜㅜ,슬픔
19618,이 나라...우리 조국...어찌해야 하나요...?,슬픔
19619,통신비 줄였는지도 모르고 지냈다.,슬픔
19620,돈없는 서민은 죽으라는 거냐?,슬픔
19621,갑자기 조지부시가 그리워진다,슬픔
19622,곧 대지진 예고....,슬픔
19623,점점 일자리는 없어지는구나.,슬픔
19624,타이밍이 나쁘네...,슬픔
19625,지금 정부의 모습을 보면 어쩌면 당연한모습일지도...휴,슬픔
19626,추계륵맞지.1억불 넘는 계약자가 몇이나된다고...국뽕빼라.쉴드칠꺼리가없다,슬픔
19627,얼굴천재가 먹히는 세상이니까....,슬픔
19628,보미 안돼~~~ㅠㅠㅠㅠㅠ,슬픔
19629,왜 전라도엔 전주가옥이외에 국보급 문화재가 없지요,슬픔
19630,대구 지금 비옴...,슬픔
19631,7.4??? ㅠ 인평피해가 없길 바래요ㅠㅠㅠ,슬픔
19632,후각과 청각이 초능력수준됨좋았던 향수냄새도 고문이 되어버림..,슬픔
19633,전 요즘 구급차만 지나다도 눈물이나요,슬픔
19634,박대통령이 국격을 너무떨어뜨려놨다.,슬픔
19635,9개월 되기 한달전에 다른 남자가 낚아가면 기분더럽겠다 ㅋㅋㅋㅋㅋ.... (내 얘기구나..),슬픔
19636,"돈 돈 돈,,, 도전하는 프로선수들이 없구나.",슬픔
19637,우리나라도 일본의 침략을 받지않았더라면 지금쯤 입헌군주제로 고종황제의 아들인 의친왕의 후손들이 대대로 왕위를 이어나갔을텐데,슬픔
19638,역사를 잊은민족에게 미래란 없다,슬픔
19639,아.. 너무 쓸쓸해요..,슬픔
19640,디자인이 문제야.....,슬픔
19641,어제 그리 서울에 비안온다고 하시던 댓글 다 사라졌네욤 어제 충북 대전 쏟아붓는다고 이 구름전선이 수도권으로 올라갈거같다고 댓글 그리 달았는데 안들으시더니만 ㅠㅠ,슬픔
19642,역시...국제 호갱국 답다.....,슬픔
19643,눈치를 왜그리 보는지 불쌍해 보여,슬픔
19644,왜 박근혜는 최순실한테 홀려있을까?,슬픔
19645,추운데ㅠㅠ 고생하십니다....!,슬픔
19646,무능한 정부... 하다하다 별이야기를 다하네,슬픔
19647,수많았던 일제 침략시 일본인들이 우리나라 사람들을 저렇게 했겠지ㅜ,슬픔
19648,나는 산타 2탄 하는줄 알고 기대했는데..,슬픔
19649,저 지팡이 아직 못샀는데ㅠㅠㅠ RIP,슬픔
19650,에효...눈물이 왜나지..,슬픔
19651,내일 월요일 ㅠㅠㅠㅠㅠㅠㅠ 모두들 굿밤......,슬픔
19652,한700만명은 빈민수준의 생활영위하는 서울,슬픔
19653,참 이렇게 다방면으로 무능하기도 어려운데 이번 정부가 그 어려운걸 해내는구나.,슬픔
19654,우린 수조원들여 삽질했지요....,슬픔
19655,진짜 너무 한심하네요. . 고인의 명복을빕니다~~,슬픔
19656,발치몽 노래에 왜 더럽게 에일리랑 은지가 참여를 ㅜ,슬픔
19657,이미 오래전부터 협력업체에게 갑질로 유명함종교를 상술로 이용하나ㅠㅠ,슬픔
19658,그냥 자유여행들 다니세요 ㅠㅜ,슬픔
19659,생긴빠꾸가 깍쟁이라서 이미지 탈피가 힘들듯,슬픔
19660,진짜 노찌롱의 빈자리가 큰건 어쩔수없다,슬픔
19661,권혁 진짜 불쌍하드라,슬픔
19662,살인죄 추가해 주세요..악질 입니다..더이상 희생자가 없기를..,슬픔
19663,다른나라 아무데도 안할라하는데한국만 하겠네...ㅋㅋㅋㅋㅋ,슬픔
19664,광화문 광장에 100만명이 모여도 대형 태극기 한장이 없다면 모인 그들은 누구 입니까,슬픔
19665,와... 소름끼치게 볼거리 없겠네.. ㅠ,슬픔
19666,일본의 지하경제규모는 엄청나고 관리가능하지만 한국은 관리가 안된다는게 문제지...,슬픔
19667,사진속 고양이가 너무 불쌍해요ㅠㅠ,슬픔
19668,몇몇 대기업 문제 덥으려고 연예인들 죽어나는구나 ㅋㅋ,슬픔
19669,박문성 구라보다 그의 칼럼이 문제다,슬픔
19670,왜 우리편 없어 찡찡,슬픔
19671,"해외에서는 젊은 여성들의 상체 나체시위,올 나체시위 자주 하던데 우리나라는 왜 안하냐",슬픔
19672,장결희 후보명단에도 없네 ㅠ,슬픔
19673,11월부터 자율주행차 사고소식 엄청날 것 같다 왠지....,슬픔
19674,열심히일하다현장에서돌아가신분이젤불쌍타~~고인에명복을빌겠습니다,슬픔
19675,중헌이 죽을때 몸짜개질줄 알았는데쪼매어슬프다,슬픔
19676,헐 그렇겠다....47kg인 나도 날씬해서 빠져나오는데 임산부는 ㅎㄷㄷ,슬픔
19677,콘서트 끝나고 3일간 울적하게 시간을 보냈다. ㅠㅠ,슬픔
19678,난 이제 겨우 인턴인데 망했네ㅠ 인공지능에게 환자 다뺏기고 손가락만 빨겠네..,슬픔
19679,명복을 빕니다,슬픔
19680,고래나 코끼리가 오래 사는 동물이어서 더 마음이 안좋네요.,슬픔
19681,안전한 2차전지의 꿈은 과연 언제 실현될지...,슬픔
19682,이래도 하고싶나 쭈쭈,슬픔
19683,옥중화에서 갑자기 신뢰도가 훅......,슬픔
19684,베트남도 저러는데 왜 우린 ㅜ,슬픔
19685,무슨 생각을 하는지...서울 올라와서 푹쉬고두산전이나 준비하시지...선수들이 정말 불쌍하다,슬픔
19686,전 그냥 노무현이 그립습니다.,슬픔
19687,매주 주시만 하고 있음 ㅠㅠ,슬픔
19688,기다리라는말 트라우마 생기겠다ㅠㅠ,슬픔
19689,"이제 한화 투수 누구잇냐ㅜ,,,",슬픔
19690,이혼 얘기 나오는거 아닌지 ㅠㅠㅠ,슬픔
19691,하.. 이민이 답인가..,슬픔
19692,형우도가서 우차니도 가고시퍼진거겟지,슬픔
19693,슈퍼맨 샘 나올때.. 왠지 뭉클.. 예비맘들한테 마음으로 와 닿는ㅠㅠ 나도 아기랑 같이 울듯...,슬픔
19694,후진국 정부가 하는 일이 그렇지...외유성 해외출장 가봐야 바뀌는게 없어도 세금으로 꼬박꼬박 월급 나오니 편하지...,슬픔
19695,오늘은 딴데 돌렸어요 ㅠㅠㅠㅠ,슬픔
19696,또라이들 니그들이 역사를 아냐?,슬픔
19697,아플때가 가장 서럽더라.,슬픔
19698,우리 살아 생전에는 우주의 신비를 못풀듯.,슬픔
19699,집지키미가 대우못받는시대군...,슬픔
19700,눈물이 ㅡㅜ 웃음이 같이 ㅡㅜ,슬픔
19701,우리 기업인들 공장 자동화 되면 사원들 다 짜름,슬픔
19702,호랑이가 불쌍하다 ㅠㅠㅠㅠ,슬픔
19703,속이 시원하면서 왜 이리 씁슬하지,슬픔
19704,아이 잃어버린 부모 마음을 ㅠㅠ,슬픔
19705,사람들이 닭그네 닭그네 하는데 이해 못햇는데이제야 알겟네요?,슬픔
19706,가발업체 눈물흘리는 소리가 들리노,슬픔
19707,삼가고인의 명복을 빕니다 좋은곳 가세요,슬픔
19708,얼마나 더까야 끝날까?,슬픔
19709,세월호는 잊어버리자 그리고 맘속으로 조용히 애도하자. 세월호로 인해 대한민국호가 좌초되서는 안된다고 본다,슬픔
19710,맘이 아프다 진짜 ㅠㅠ혹사인가 아닌가는 둘째이구,슬픔
19711,한국이 안된다니 ㅜㅜ,슬픔
19712,황교안 너두 걱정이다ㅠㅠ,슬픔
19713,잡스가 한숨 쉬는 소리 들린다,슬픔
19714,독재의 잔재가 아직도 남아있다니..,슬픔
19715,욕을 쳐먹고 싶어서 환장을 했나,슬픔
19716,나라 욕하기전에 나라 엿먹이는 짓들 좀 하지 맙시다.,슬픔
19717,왜 내가 눈물이 나는가...나는 한국사람인걸...부러워서 인가보다...,슬픔
19718,오르지않는건아이성적과남편월급뿐이라더니,슬픔
19719,월급은 몇년째 동결인데...,슬픔
19720,국판향 무선충전은 으찌 뺀거야.ㅜㅡ,슬픔
19721,이미 단물다빠지고 나오면뭐하나,슬픔
19722,밉고 싫은나라지만 가까이 해서 배워야 한다,슬픔
19723,세월이 넘 오래지나서 그런가 또 한국땅도 못밟는다그러니 좀 짠하네,슬픔
19724,오늘만큼은 시켜먹는 음식 자제해야겠다..,슬픔
19725,그래도 죽은 남편과 딸이 살아 돌아오지 못한다는 현실이 너무나 서글프네요.,슬픔
19726,북한에서 죽었다니... 진짜 근대한국사 뼈저리게 겪고 가셨네,슬픔
19727,팬택 죽이곤 죄책감 안 드나...,슬픔
19728,고릴라는 아무죄도 없이 죽은게 너무 슬프네요.,슬픔
19729,진짜 오바마같은 대통령은 이제 보기 힘들거 같은데 너무 아쉽다,슬픔
19730,지옥에 불반도가 현실이되네ㅋㅋ,슬픔
19731,근데 하루를 어찌 기다리랴구... 결방 제길 ㅜ,슬픔
19732,내일날씨는 어케되는지...,슬픔
19733,어짜피 오래 살고싶은 맘도없다,슬픔
19734,끝까지 말 안하는거 보니 잘못을 한거는 맞네,슬픔
19735,자랑스런 한국인 여기 또 한분 계신다,슬픔
19736,누굴 탓하냐 정치인 개같이 뽑은 우리 자신을 탓해야지,슬픔
19737,근데 실력이 없어서...예능밖에 못 할듯..,슬픔
19738,스님 눈물흘리지마세요 ㅠㅠ,슬픔
19739,애기없을때 하는 이혼은 이혼도 아니지.,슬픔
19740,태극기.. 누구나 들수 있지만 아무나 들지마라,슬픔
19741,잡스가 죽은지 벌써 5년이 되가는구나..,슬픔
19742,안먹어야 빠진다는거 알지만 ...세상에 맛있는게 너무많앙ㅠ,슬픔
19743,글만 읽어도 눈물이 핑..,슬픔
19744,쉬지도 못하고 일해도 입에 풀칠하기도 힘든데 오늘 건물주인이 월세 올려달라고 하네요ㅠㅠ,슬픔
19745,노트7 진짜 버리기 아까운데 안녕ㅜㅜ,슬픔
19746,오늘 아침ㅔ 눈 뜨자 마자 또 저 엔딩이 생각나는거 보면 어제 진짜 쎄긴 쎘엉 ㅠㅠㅠㅠㅠㅠ. 월욜까지 어케 기다리나........,슬픔
19747,이제 한달 학원비 200만원 돌파하겠네,슬픔
19748,태극기는 뭔 죄여....,슬픔
19749,미국인들 진짜 막장이네.. 저리 생각이 없을까?,슬픔
19750,다 모르겟고 걍 정준영만 불쌍해,슬픔
19751,잘생긴 모태솔로는 웁니다,슬픔
19752,생각해보니휴가안간지십년이네,슬픔
19753,안산은 벼락과 비가 계속오는데요,슬픔
19754,눈물이..다나오네요~ 휴 ..,슬픔
19755,저어기 떠나야할 년도 저렇게 잘 버티고 있는데 어딜 가십니까ㅠㅠㅠㅠㅠ,슬픔
19756,이영세자의 눈빛 와 ~진짜 하루종일 날 슬프게 할것같다,슬픔
19757,태현아 행복하면됬어ㅜㅜㅜ,슬픔
19758,강소라가 너무 아깝다ㅠㅠ,슬픔
19759,고인들의 명복을 빕니다.?,슬픔
19760,한화선수들은 불쌍하다..세이콘 그놈 밑에 있으면 잘하면 아작날거 같아서 응기슬쩍 태업하다가 좀 휴식 취하고 싶어도 2군 서산캠프가면 2군감독 행세하는 개삑꾸 새끼콘이 있고 ㅎㅎㅎㅎㅎㅎㅎ,슬픔
19761,저렇게 많은 카메라 앞에서저 정도면 아무도 없었다면식물인간이 되던지 행방불명 될지도 모르겠구만,슬픔
19762,잘보고 배워라 또다시 식민지되면 부조건 앞잡이 해야됨,슬픔
19763,안그래도 개똥 이미지 나라 아주 말아먹는구나,슬픔
19764,소도 고생이네 ㅠㅠ,슬픔
19765,과거사도 좋지만 맨날 반일/반미하다가 연합군 어떻게 할래?,슬픔
19766,가슴 아픈 사연은 왜이리도 많을까...,슬픔
19767,저러다헤어지면어쩔껀데~~쪽팔려서우애사노,슬픔
19768,두산에서 은퇴식 잘 해주세요 ㅠ,슬픔
19769,왜 눈물이 나는 걸까...,슬픔
19770,저거옮기는 사람들은 얼마나보기싫을까.......밥도 제대로못먹을듯ㅠㅠ,슬픔
19771,아쉽네 그려 노홍철하고 형돈이는 꼭복귀하길 바랬는데,슬픔
19772,유관순 누나가 지하에서 통곡하겠다.,슬픔
19773,하...결방....오늘 하는 드라마는 무엇인가요???,슬픔
19774,크리스마스가 가족들한테는 너무나 슬픈 날이 되겠네요..,슬픔
19775,난 4.7인치가 좋은데 이젠 거의 새로 안나옴...ㅠㅠ - 2011년 베가넘버5로 5인치처음쓴 사람-,슬픔
19776,"죽은사람이 너무 안타깝긴하지만,순발력 판단력이 부족했던것같네요.30초간 열려있었는데 스크린도어 안열리면바로 다시 탔어야지,.",슬픔
19777,오늘 마지막이라니 아쉽다 ...,슬픔
19778,장열한 최후를 맞이하셨네. 고인의명복을 빕니다.,슬픔
19779,알바보다 그걸 해달란다고 무턱 대고 사주는게 더웃긴데,슬픔
19780,남자님들아 절대 결혼하지 마세요.종쳐요,슬픔
19781,맨날 주말에만 비오냐ㅠㅠ,슬픔
19782,정말 실망했다...,슬픔
19783,그냥 애 알아서 하게 놔두지...그걸 왜 자꾸...,슬픔
19784,자부심 많이 느끼세요.. 제발 삼성에서ㅜㅠㅜ 가시면 안되요ㅠ,슬픔
19785,공중전화 하다가 전화 오래한다고 칼부림 날 때가 엊그제같다... ㅜ.ㅜ 아재인증...,슬픔
19786,나 혼자 벌어먹고 살기도 힘듦,슬픔
19787,이제 유럽도 한물갔네,슬픔
19788,왜 눈물이나냐 ㅠㅠ,슬픔
19789,도깨비와의 이별은 내가받는 벌이니라. . . . .,슬픔
19790,어른인 내가 미안하다 ㅠㅠㅠ,슬픔
19791,진사 처음엔 진짜 재밋고 향수 낫는데ㅠ,슬픔
